CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
21660	FAE ADM. E PARTICIPAÇÕES SA	FAE ADM. E PARTICIPAÇÕES SA	Construção Civil, Mat. Constr. e Decoração	PJ	9337210000144	15/10/2008	23/11/2007	23/12/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	23/12/2011	FASE OPERACIONAL	15/10/2008	Categoria A	01/01/2010	AUDIPLAC AUDITORIA E ASSESSORIA CONTÁBIL S/S	41396359000107	SEDE	RUA PADRE PEDRO DE ALENCAR	1841	MESSEJANA	FORTALEZA	CE	BRASIL		(85) 40051720	(85) 32293246	contabilidade@fae.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CRISTIANE FREITAS BEZERRA LIMA	23/11/2007	RUA PADRE PEDRO DE ALECAR	184	MESSEJANA	FORTALEZA	CE		6084028	(85  ) 40051700	(85  ) 32293246	faeparticipacao@fae.com.br	BALCÃO NÃO ORGANIZADO
17736	FAROL DO LAGO SA	FAROL DO LAGO	EMP. ADM. PARTICIPAÇÕES	PJ	2091165000141	25/08/1998	30/07/1997	23/07/2001	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	23/07/2001					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	SCN,Q01,BLC,N85,ED TRADE CENTE	R, S/206/7		BRASÍLIA	DF	BRASIL		(61) 3282103	(61) 3282401	faroldolago@tba.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	VITOR DE FOLCO	25/08/1998	SCN Q01,BLC,N85, ED TRADE CENT	ER S 206/7		BRASÍLIA	DF		70710902	(61) 3282103	(61) 3282401	faroldolago@tba.com.br	BALCÃO NÃO ORGANIZADO
5886	FAROL SA IND GAUCHA FAR OLEOS	FAROL	ALIMENTOS	PJ	89007009000138	04/06/1980		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005					EXACTO AUDITORIA S/S	87924072000103	SEDE	R CEL LUCAS OLIVEIRA,1767/1001		BELA VISTA	PORTO ALEGRE	RS	BRASIL		(51) 3306215	(51) 2217799		DIRETOR DE RELAÇÕES COM INVESTIDORES	JOAO FERNANDO LORSCHEITTER	04/06/1980	RUA ERNESTO ALVES 273/2 ANDAR			PORTO ALEGRE	RS		90220190	(51) 2217799			BALCÃO NÃO ORGANIZADO
5894	FATOR EMPREENDIMENTOS IMOBILIÁRIOS SA	FATOR	Construção Civil, Mat. Constr. e Decoração	PJ	62528930000170	20/07/1977	04/08/1969	04/01/2010	Cancelamento de ofício - IN CVM 480/09	CANCELADA	04/01/2010			Categoria A	01/01/2010	SOCIVAL AUDITORIA INDEPENDENTE SOCIEDADE SIMPLES	43214485000129	SEDE	RUA AFONSO BRAZ	N° 864 - CONJ. 41	VILA NOVA CONCEIÇÃO	SÃO PAULO	SP	BRASIL		(11) 30445116	(11) 30452873	flatton@uol.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	WALTER BERNARDES NORY	20/07/1977	RUA SANTA ISABEL,160-1.AND.		VILA BUARQUE	SÃO PAULO	SP		1221010	(11) 2209700	(11) 2227844		BALCÃO NÃO ORGANIZADO
5908	FATSUI BRASIL SA EMP GERAL MIN	FATSUI	EXTRAÇÃO MINERAL	PJ	43709435000112	17/06/1982		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005					SOCIVAL AUDITORIA INDEPENDENTE SOCIEDADE SIMPLES	43214485000129	SEDE	AV SÃO LUIZ 50/281 B		CENTRO	SÃO PAULO	SP	BRASIL		(11) 2589766			DIRETOR DE RELAÇÕES COM INVESTIDORES	SAEKO HASEGAWA	17/06/1982	AV.S.LUIZ,50 - 28 AND CJ 281 B			SÃO PAULO	SP		1046000	(11) 2589766			BALCÃO NÃO ORGANIZADO
6157	FB EMPREENDIMENTOS SA	FB EMPREENDIMENTOS	Máquinas, Equipamentos, Veículos e Peças	PJ	33160839000146	20/07/1977		25/03/1994	ELISÃO POR LIQUIDAÇÃO	CANCELADA	25/03/1994					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	R PROF MANOELITO ORNELLAS 303			SÃO PAULO	SP	BRASIL		(11) 5459322			DIRETOR DE RELAÇÕES COM INVESTIDORES	IVAN FONSECA E SILVA	20/07/1977	R PROF MANOELITO ORNELLAS 303			SÃO PAULO	SP		4719908	(11) 5459133			BALCÃO NÃO ORGANIZADO
5916	FECULARIA BARBOSA MELLO SA	FECULARIA BARBOSA	ALIMENTOS	PJ	23538796000136	30/08/1967		01/10/1986	ELISÃO POR INCORPORAÇÃO	CANCELADA	01/10/1986							SEDE	RUA ESPIRITO SANTO, 605/15 AND			BELO HORIZONTE	MG	BRASIL		(31) 2019611			DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO DE SOUZA ARAUJO	30/08/1967	R ESPIRITO SANTO 605 11 ANDAR			BELO HORIZONTE	MG		30000000	(31) 2019611			BOLSA
24333	FELCAR SECURITIZADORA S.A.	FELCAR SECURITIZADORA S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	27956690000103	19/01/2018	17/05/2017			ATIVO	19/01/2018	FASE PRÉ-OPERACIONAL	29/09/2017	Categoria B	19/01/2018	AUDIFACTOR AUDITORES INDEPENDENTES S/S	7037795000151	SEDE	ALAMEDA DOUTOR CARLOS DE CARVALHO	CJ.2104	CENTRO	CURITIBA	PR	BRASIL		(41) 30278949	(41) 30278949	rafael@felcar.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RAFAEL DE LIMA FELCAR	18/05/2017	RUA CEL. DULCIDIO, 2255	LJ 02	AGUA VERDE	CURITIBA	PR		80250100	(41) 30278949	(41) 30278949	rafael@felcar.com.br	
15024	FENICIAPAR S/A	FENICIAPAR S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	74409467000126	15/09/1995	03/01/1994			ATIVO	15/09/1995	PARALISADA	30/09/2002	Categoria A	01/01/2010	CONATUS AUDITORES INDEPENDENTES S/S	28455792000108	SEDE	RUA SERGIPE Nº 475 - CONJ. 1008 - PARTE	10º ANDAR	CONSOLAÇÃO	SÃO PAULO	SP	BRASIL		(011) 38241254	(11) 36617849	carlos.nascimento@noveltymodas.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RENATO SIMEIRA JACOB	16/07/2007	SERGIPE 475, CJ 1008, 10ºANDAR	ANEXO - PARTE	CONSOLAÇAO	SÃO PAULO	SP		1243001	(11) 38241254	(11) 38241250	carlos.nascimento@noveltymodas.com.br	BALCÃO NÃO ORGANIZADO
5924	FERRAGENS DEMELLOT S/A	FERRAGENS DEMELLOT S/A	METALURGIA E SIDERURGIA	PJ	61196564000136	20/07/1977		09/07/2012	Cancelamento de ofício - IN CVM 480/09	CANCELADA	09/07/2012	FASE OPERACIONAL	16/04/2010	Categoria A	01/01/2010	ARISTIDES DOS SANTOS	367451891	SEDE	RUA PROF.GUSTAVO PIRES DE ANDR	ADE, 682	VILA ZELINA	SÃO PAULO	SP	BRASIL		(11) 62110006	() 62110888	febrasil@fechaduras-brasil.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ELIAS CHUCRI NASSAR	31/12/2009	R.P.GUSTAVO PIRES DE ANDRADE	682 / 688	VILA ZELINA	SÃO PAULO	SP		3140010	(11) 22964033	(11) 29543625	ECN.GR@UOL.COM.BR	BALCÃO NÃO ORGANIZADO
22977	FERREIRA GOMES ENERGIA S.A.	FERREIRA GOMES ENERGIA S.A.	ENERGIA ELÉTRICA	PJ	12489315000123	11/10/2012	10/08/2010			ATIVO	11/10/2012	FASE PRÉ-OPERACIONAL	17/09/2012	Categoria B	17/09/2012	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rua Gomes de Carvalho, 1996, 15 andar	conjunto 151 sala H	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 45712400	(11) 45712472	ri@alupar.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCELO PATRÍCIO FERNANDES COSTA	20/02/2017	RUA GOMES DE CARVALHO, 1996	15º AND,CONJ. 151	VILA OLÍMPIA	SÃO PAULO	SP		4547006	(11) 45712400	(11) 45712472	ri@alupar.com.br	
15369	FERROVIA CENTRO ATLANTICA SA	FERROVIA CENTRO-ATLÂNTICA S.A.	Serviços Transporte e Logística	PJ	924429000175	12/02/1996	14/08/1995			ATIVO	12/02/1996	FASE OPERACIONAL	12/02/1996	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	rua sapucai, 383	6	Floresta	BELO HORIZONTE	MG	BRASIL		(31) 32795746	(31) 32795709	L-RI-FCA@vli-logistica.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCUS VINICIUS DE FARIA PENTEADO	28/12/2015	RUA HELENA	235 - 5º ANDAR	VILA OLÍMPIA	SÃO PAULO	SP		4552050	(11) 51122564	(0) 0	L-RI-FCA@VLI-LOGISTICA.COM.BR	BOLSA
21814	FERROVIA NORTE SUL S/A	FERROVIA NORTE SUL	Serviços Transporte e Logística	PJ	9257877000137	24/11/2009	14/12/2007			ATIVO	24/11/2009	FASE OPERACIONAL	24/11/2009	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. dos Portugueses S/N	Prédio DILN 1 Andar	Itaqui - Pedrinhas	SÃO LUÍS	MA	BRASIL		(98) 32184405	(98) 32184420	L-RI-FNS@vli-logistica.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	GUSTAVO SERRÃO CHAVES	16/05/2018	R. SAPUCAÍ	383	FLORESTA	BELO HORIZONTE			30150904	(31) 32794467	(31) 32795709	L-RI-FCA@VLI-LOGISTICA.COM.BR	BOLSA
5932	FERTIBASE SA	FERTIBASE	Petroquímicos e Borracha	PJ	43081082000159	02/05/1972		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005					ESC TEC AUDITORIA EMP ETAE SC	60658390000113	SEDE	R AGOSTINHO CANTU 190, 6º AND		BUTANTA	SÃO PAULO	SP	BRASIL		(11) 8136211			DIRETOR DE RELAÇÕES COM INVESTIDORES	CLAUDIO FLAVIO BORGES	02/05/1972	R AGOSTINHO CANTU 190			SÃO PAULO	SP		5501000	(11) 8136211			BALCÃO NÃO ORGANIZADO
5940	FERTIBRAS SA	FERTIBRÁS S/A	Petroquímicos e Borracha	PJ	61442109000173	23/12/1980	09/06/1961	11/01/2007	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	11/01/2007					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV. HENRY FORD, 803		PRES.ALTINO	OSASCO	SP	BRASIL		(11) 36858500	(11) 36824465	fertibras@fertibras.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LAIR VIANEI HANZEN	26/07/2006	AV. HENRY FORD, 803		PRES. ALTINO	OSASCO	SP		6210108	(11  ) 36858500	(11  ) 36824465	LAIR.HANZEN@FERTIBRAS.COM.BR	BOLSA
20621	FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL	FERTILIZANTES HERINGER SA	Petroquímicos e Borracha	PJ	22266175000188	10/04/2007	15/09/1968			ATIVO	10/04/2007	EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE	06/02/2019	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AVENIDA IDALINO CARVALHO, S/N	N/A	AREINHA	VIANA	ES	BRASIL		(27) 21222200	(27) 21222200	ri@heringer.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DALTON CARLOS HERINGER	01/02/2019	AVENIDA IRENE KARCHER, 620	N/A	BETEL	PAULÍNIA	SP		13148906	(19) 33222313	(19) 33222200	ri@heringer.com.br	BOLSA
6742	FERTILIZANTES SERRANA SA	SERRANA FERTILIZANTES SA	Petroquímicos e Borracha	PJ	60398989000165	12/12/1970		31/08/2000	ELISÃO POR INCORPORAÇÃO	CANCELADA	31/08/2000					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV MARIA C AGUIAR 215 BL D			SÃO PAULO	SP	BRASIL		(11) 37413145	(11) 37417292	fertilizantes.serrana@serrana.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	VITAL JORGE LOPES	12/12/1970	AV MARIA C AGUIAR 215 BL D			SÃO PAULO	SP		5804900	(11) 37413575	(0011) 37417292	vital.lopes@gruposerrana.com.br	BOLSA
5959	FERTIPLAN SA	FERTIPLAN	Petroquímicos e Borracha	PJ	61549754000190	11/03/1971		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005					ESC TEC AUDITORIA EMP ETAE SC	60658390000113	SEDE	R.AGOSTINHO CANTU, 190		BUTANTA	SÃO PAULO	SP	BRASIL		(11) 8136211			DIRETOR DE RELAÇÕES COM INVESTIDORES	BERNARDO BICHUCHER	11/03/1971	R,AGOSTINHO CANTU, 190			SÃO PAULO	SP		5501000	(11) 8136211			BALCÃO NÃO ORGANIZADO
5967	FERTISUL SA	FERTISUL SA	Petroquímicos e Borracha	PJ	94845930000190	28/01/1971		27/08/1998	ELISÃO POR INCORPORAÇÃO	CANCELADA	27/08/1998					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	RUA AQUIDABAN 692			RIO GRANDE	RS	BRASIL		(0532) 311216	(532) 321250		DIRETOR DE RELAÇÕES COM INVESTIDORES	VITAL JORGE LOPES	28/01/1971	RUA AQUIDABAN 692			RIO GRANDE	RS		96200000	(0532) 321100	(0532) 321250		BOLSA
12599	FERTIZA CIA NAC FERTILIZANTES	FERTIZA CIA NAC FERTILIZANTES	Petroquímicos e Borracha	PJ	61377230000169	21/01/1986		21/11/2001	ELISÃO POR INCORPORAÇÃO	CANCELADA	21/11/2001					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	AVENIDA PAULISTA, 1912 - 14º A	NDAR		SÃO PAULO	SP	BRASIL		(11) 31460700	(11) 31460770	cpd@fertiza.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	EDUARDO BAPTISTELLA	21/01/1986	AVENIDA PAULISTA, 1912 - 14º A	NDAR	CERQUEIRA CÉSAR	SÃO PAULO	SP		1310200	(11) 31460700	(11) 31460770	eduardo_baptistella@cargill.com	BOLSA
17043	FG TRUST SA	FG TRUST SA	Emp. Adm. Part. - Securitização de Recebíveis	PJ	2312666000100	16/04/1998	15/12/1997	28/12/2012	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	28/12/2012	FASE OPERACIONAL	31/03/2001	Categoria A	01/01/2010	BKR - LOPES, MACHADO AUDITORES	40262602000131	SEDE	Rua Buenos Aires	48 8 andar	Centro	RIO DE JANEIRO	RJ	BRASIL		(21) 35531800	(21) 35536548	acbbg@hotmail.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO CESAR BERENGUER B GOMES	16/04/1998	RUA BUENOS AIRES, 48 8 ANDAR -	PARTE	CENTRO	RIO DE JANEIRO	RJ		20070020	(21) 22924477	(21) 25181443	acbbg@hotmail.com	BALCÃO NÃO ORGANIZADO
5983	FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL	SÃO JOSÉ	TEXTIL E VESTUÁRIO	PJ	17159005000164	18/10/1971	23/11/1933			ATIVO	09/11/2012	EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE	26/07/2010	Categoria A	01/01/2010	PHF - AUDITORES INDEPENDENTES S/S	10292352000111	SEDE	RUA JOSÉ PRENASSI	Nº 04	IBIAPABA		MG	BRASIL		(31) 33186059	(31) 33186059	saojose@gmail.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	OSCAR AUGUSTO RACHE FERREIRA	18/10/1971	BR 101 KM 15 S/N - SUL	SUL	PRAZERES	JABOATÃO DOS GUARARAPES	PE		54325650	(81) 34765143		OSCARFERREIRA2@GMAIL.COM	BOLSA
5975	FIACAO TECELAGEM JUTA AMAZ SA	FITEJUTA	TEXTIL E VESTUÁRIO	PJ	4559803000131	24/12/1971	29/10/1964	04/01/2011	Cancelamento de ofício - IN CVM 480/09	CANCELADA	04/01/2011			Categoria A	01/01/2010	BAKER TILLY BRASIL NORTE S/S - AUDITORES INDEPENDENTES - EPP	34570556000135	SEDE	AV JOAO VALERIO, Nº 690	2º ANDAR, SALA A	NOSSA SENHORA DAS GRAÇAS	MANAUS	AM	BRASIL		(92) 2373636	(92) 2373636	ibsabba@internext.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MOISES GONÇALVES SABBA	24/12/1971	RUA PAJURA 865	VILA BURITI	DIST. INDUSTRIAL	MANAUS	AM		69072065	(92) 32373636	(92) 32372710	IBSABBA@IBSABBA.COM.BR	BALCÃO NÃO ORGANIZADO
16896	FIAGO PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO	FIAGO PARTICIPAÇÕES	Emp. Adm. Part. - Telecomunicações	PJ	2335514000123	20/02/1998	23/01/1998	08/12/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	08/12/2015	EM LIQUIDAÇÃO JUDICIAL	03/07/2009	Categoria A	01/01/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Av. Presidente Wilson, 231	11º andar	Centro	RIO DE JANEIRO	RJ	BRASIL		(021) 32192545	(21) 32192501	governance@bnymellon.com.br														BALCÃO ORGANIZADO
6017	FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL	FIBAM	METALURGIA E SIDERURGIA	PJ	61410395000195	03/08/1972	17/10/1951			SUSPENSO(A) - DECISÃO ADM	19/06/2020	EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE	13/11/2014	Categoria A	01/01/2010	JPPS AUDITORES INDEPENDENTES S/S	6068916000160	SEDE	Av. Humberto de Alencar Castelo Branco, 39		Piraporinha	SÃO BERNARDO DO CAMPO	SP	BRASIL		(11) 21395321		suely.tomayose@fibam.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PAOLO PAPERINI	24/01/2014	AV. HUMBERTO  A.C. BRANCO - 39		PIRAPORINHA	SÃO BERNARDO DO CAMPO	SP		9850300	(11) 21395321		suely.tomayose@fibam.com.br	BOLSA
19542	FIBRA CIA SECURITIZADORA CRED IMOB	FIBRA CIA SECURITIZADORA CRED IMOB	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	6018000000103	18/05/2004	13/10/2003	14/10/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	14/10/2015	FASE OPERACIONAL	02/07/2004	Categoria B	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Presidente Juscelino Kubitschek, 360	6º andar-parte	Chácara Itaim	SÃO PAULO	SP	BRASIL		(11) 38474652	(11) 38114784	alexandre.leite@bancofibra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ARNO SCHWARZ	02/10/2013	AV PRES JUSCELINO KUBITSCHECK	360, 19º ANDAR	VILA NOVA CONCEIÇAO	SÃO PAULO	SP		4543000	(11) 38476926	(11) 38476720	arno.schwarz@bancofibra.com.br	BALCÃO NÃO ORGANIZADO
14885	FIBRA LEASING SA ARREND MERC	FIBRA LEASING SA ARREND MERC	ARRENDAMENTO MERCANTIL	PJ	71590798000117	14/06/1995	28/07/1993	21/05/2003	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	21/05/2003					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	R ENGENHEIRO REBOUÇAS 964	SALA 1	CENTRO	SÃO CAETANO DO SUL	SP	BRASIL		(11) 38476864	(11) 38476917	sergio.ferraz@bancofibra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOAO AYRES RABELLO FILHO	14/06/1995	RUA ENGENHEIRO REBOUÇAS, 964		OSWALDO CRUZ	SÃO CAETANO DO SUL	SP		9540000	(11) 42325573	(11) 42325573	JOAO.RABELLO@BANCOFIBRA.COM.BR	
6637	FIBRASIL TEXTIL SA	FIBRASIL TEXTIL	TEXTIL E VESTUÁRIO	PJ	11136660000110	17/12/1982		11/07/2001	ELISÃO POR INCORPORAÇÃO	CANCELADA	11/07/2001					RUHTRA S/C	33017310000178	SEDE	AVENIDA DR. RINALDO DE PINHO A	LVES, 2680	PARATIBE	PAULISTA	PE	BRASIL		(81) 4378888	(81) 4378897	fibrasil.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RUBENS DOS SANTOS	17/12/1982	AVENIDA DR. RINALDO DE PINHO A	LVES, 2680		PAULISTA	PE		53411000	(81) 4378810	(81) 4378897		BOLSA
12793	FIBRIA CELULOSE S.A.	FIBRIA	PAPEL E CELULOSE	PJ	60643228000121	02/06/1986	23/06/1986	01/04/2019	ELISÃO POR INCORPORAÇÃO	CANCELADA	01/04/2019	FASE OPERACIONAL	02/06/1986	Categoria A	01/01/2010	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Rua Fidêncio Ramos, nº 302, Torre B	3º e 4º andares	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 21384565	(11) 21384066	ir@fibria.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCELO FERIOZZI BACCI	14/01/2019	AV. BRIGADEIRO FARIA LIMA, 135	7º AND	PINHEIROS	SÃO PAULO	SP		1452919	(11) 35039330	(11) 35039330	ri@suzano.com.br	BOLSA
16780	FICAP SA	FICAP SA	METALURGIA E SIDERURGIA	PJ	73847253000179	14/01/1998	03/11/1993	22/12/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	22/12/2000					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	AV CEL PHIDIAS TAVORA Nº 100		PAVUNA	RIO DE JANEIRO	RJ	BRASIL		(21) 33627100	(21) 24712921	eribeiro@finance@ficap.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO HENRIQUE DO AMARAL OLIVEIRA	14/01/1998	AV CEL PHIDIAS TAVORA Nº 100		PAVUNA	RIO DE JANEIRO	RJ		21535510	(21) 33627192	(21) 4712921		BOLSA
6025	FICHET SA	FICHET	METALURGIA E SIDERURGIA	PJ	61157764000180	20/07/1977		21/03/2006	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	21/03/2006					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	AV.INDUSTRIAL,900		INDUSTRIAL	SANTO ANDRÉ	SP	BRASIL		(11) 4549300	(11) 4549447		DIRETOR DE RELAÇÕES COM INVESTIDORES	SERGIO RABELLO TAMM RENAULT	20/07/1977	AV. INDUSTRIAL, 900			SANTO ANDRÉ	SP		9080000	(11) 4549300			BALCÃO NÃO ORGANIZADO
8974	FIEL SA MOVEIS EQUIPS INDS	FIEL	OUTRAS ATIVIDADES INDUSTRIAIS	PJ	61065447000133	20/07/1977		20/05/1988	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	20/05/1988					ALEXANDRE MOREIRA DE SOUSA	145211800	SEDE	R.CACHOEIRA, 670			SÃO PAULO	SP	BRASIL		(11) 930511			DIRETOR DE RELAÇÕES COM INVESTIDORES	MARIO EUGENIO FRUGIUELE	20/07/1977	R.CACHOEIRA, 670			SÃO PAULO	SP		3024000	(11) 930511			BOLSA
14222	FIGAR SA	FIGAR SA	EMP. ADM. PARTICIPAÇÕES	PJ	32230245000100	18/10/1993		26/06/1998	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	26/06/1998					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV BRIG FARIA LIMA 3064/13 AND			SÃO PAULO	SP	BRASIL		(11) 8216000	(11) 8216900		DIRETOR DE RELAÇÕES COM INVESTIDORES	CLAUDIO LUIZ DA SILVA HADDAD	18/10/1993	AV BRIG FARIA LIMA 3064/13 AND			SÃO PAULO	SP		1451000	(11) 8216000	(0011) 8216900		
24732	FILADÉLFIA SECURITIZADORA S/A.	AAJR SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	31907982000123	03/06/2019	22/08/2018			ATIVO	03/06/2019	FASE PRÉ-OPERACIONAL	15/03/2019	Categoria B	03/06/2019	AUDIFACTOR AUDITORES INDEPENDENTES S/S	7037795000151	SEDE	AV. PAULISTA, 1765	CONJ. 162	CERQUEIRA CESAR	SÃO PAULO	SP			(11) 35121488		chaia@aajrsec.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALEXANDRE JORGE CHAIA	22/08/2018	AV. PAULISTA	CONJ. 162	CERQUEIRA CESAR	SÃO PAULO	SP		1311200	(11) 35121488	(11) 35121488	joaopeixoto@peixotoneto.com.br	
3891	FINANCEIRA ALFA S.A.- C.F.I	ALFA FINANCEIRA	BANCOS	PJ	17167412000113	20/07/1977	01/01/1964			ATIVO	20/07/1977	FASE OPERACIONAL	20/07/1977	Categoria A	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	ALAMEDA SANTOS, 466	4° ANDAR	CERQUEIRA CÉSAR	SÃO PAULO	SP	BRASIL		(11) 31755254	(11) 31755270	diconfasa@bancoalfa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO JOSÉ AMBROZANO NETO	30/01/2015	ALAMEDA SANTOS, 466	5º ANDAR	CERQUEIRA CESAR	SÃO PAULO	SP		1418000	(11) 31755254	(11) 31755270	dri@bancoalfa.com.br	BOLSA
6050	FINANCIADORA BCN SA CFI	FINANCIADORA BCN	BANCOS	PJ	58128927000191	20/07/1977		25/05/1998	ELISÃO POR INCORPORAÇÃO	CANCELADA	25/05/1998					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV ANDROMEDA S/N PRED 32 NV 7			BARUERI	SP	BRASIL		(11) 72967096	(11) 4213365		DIRETOR DE RELAÇÕES COM INVESTIDORES	FERNANDO OTAVIO RICHTER GUEDES	20/07/1977	AV ANDROMEDA S/N PRED 32 NIV 7			BARUERI	SP		6473900	(11) 72967096	(0011) 4213365		BOLSA
6068	FINANCIADORA BRADESCO SA CFI	BRADESCO FIN	BANCOS	PJ	60495108000124	20/07/1977		15/06/1988	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	15/06/1988					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV IPIRANGA 210/2 SL			SÃO PAULO	SP	BRASIL		(11) 7043311			DIRETOR DE RELAÇÕES COM INVESTIDORES	ALCIDES LOPES TAPIAS	20/07/1977	CIDADE DE DEUS			OSASCO	SP		6029000	(11) 7042122			BOLSA
